Hva er din alder?,I hvilket fylke ligger jobben din?,Hva beskriver best din arbeidssituasjon?,Er du ansatt i det offentlige eller private næringsliv?,"Hvor mange års relevant, formell utdannelse har du?",Hvor mange års relevant arbeidserfaring har du?,Hva jobber du mest med?,Har du en av disse begrepene i stillingstittelen din? ,"Hva er din grunnlønn? (årslønn før skatt, uten eventuelle bonuser eller overtidsbetaling)","Er du organisert? (Altså medlem av en forening som Tekna, El&it, Nito osv)",Pleier du å få mer utbetalt enn grunnlønn på grunn av overtidsbetaling?,Har du en bonusordning hos din nåværende arbeidsgiver?,"Sist du gikk opp i lønn, hvordan skjedde det? (altså en helt ny lønn eller en lønnsjustering utover indeksregulering, sentrale oppgjør osv.)",Alt i alt - er du fornøyd med din egen lønn?,"Om du skal bytte jobb, hvilke goder kan være like viktig som lønn? ","""Skal jeg bytte jobb, skal jeg også opp i lønn.""","""Hvor mye man tjener avhenger av hvor flink man er i jobben sin.""","""Hvor mye man tjener avhenger av hvilken tittel man har.""","""Hvor mye man tjener avhenger av hvor gammel man er."" (Altså uavhengig av erfaring og fartstid i selskapet)","""Utviklere er blant de som tjener mest på arbeidsplassen min.""","""Jeg tror jeg hadde tjent mer nå om det ikke hadde vært for korona."" (for eksempel på grunn av manglende lønnsjustering, mindre aktuelt å bytte jobb, osv)","""Jeg synes man bør tjene mer om man jobber hjemmefra.""","""Jeg synes man bør tjene mindre om man jobber hjemmefra.""","""Jeg tror kjønn i seg selv spiller inn i hvor mye man tjener.""","""Om noen spør, synes jeg det er greit å fortelle kolleger hva jeg tjener.""","""Jeg synes det er greit å spørre kolleger hva de tjener.""","""Vi burde ha mer åpenhet på en arbeidsplass om hva vi tjener."""
45-50 år,Oslo,in-house,privat,5,15,app,"""...senior...""","750 000,00 kr",Ja,Nei,Ja,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,uenig,vet ikke/ikke aktuelt,uenig,uenig,vet ikke/ikke aktuelt
45-50 år,Oslo,in-house,privat,5,15,app,"""...senior...""","750 000,00 kr",Ja,Nei,Ja,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,uenig,vet ikke/ikke aktuelt,uenig,uenig,vet ikke/ikke aktuelt
45-50 år,Oslo,in-house,ikke oppgitt,ikke oppgitt,20,app,nei,"670 000,00 kr",Ja,Nei,Nei,Jeg fikk ny arbeidsgiver,Nei,mer fritid (for eksempel flere feriedager),enig,enig,vet ikke/ikke aktuelt,uenig,enig,uenig,uenig,uenig,vet ikke/ikke aktuelt,uenig,uenig,vet ikke/ikke aktuelt
45-50 år,Oslo,in-house,offentlig,5,20,app,"""...ansvarlig...""","965 000,00 kr",Ja,Nei,Nei,Jeg fikk ny arbeidsgiver,Nei,"fleksible arbeidstider, mer fritid (for eksempel flere feriedager), faglige aktiviteter (konferanser, kurs, fagdager osv.)",enig,uenig,enig,uenig,enig,vet ikke/ikke aktuelt,uenig,uenig,uenig,uenig,uenig,uenig
45-50 år,Oslo,konsulent,privat,3,25,app,"""...lead...""","920 000,00 kr",Nei,Nei,Ja,Jeg fikk ny stilling hos samme arbeidsgiver,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), muligheter for å lære nye ting, kulturen på jobb, jobbe med flinke folk",enig,uenig,uenig,enig,vet ikke/ikke aktuelt,enig,enig,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt
45-50 år,Oslo,in-house,ikke oppgitt,ikke oppgitt,25,arkitekt,"""...senior...""","860 000,00 kr",Nei,Ja,Nei,Sjefen tilbydde meg mer lønn,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, firmahytter/ferieboliger, mer fritid (for eksempel flere feriedager), God pensjonsordning og forsikringer ",uenig,enig,enig,enig,enig,uenig,uenig,uenig,enig,uenig,uenig,enig
45-50 år,Viken,konsulent,ikke oppgitt,ikke oppgitt,21,automatisering,"""...senior...""","675 000,00 kr",Ja,Ja,Nei,Jeg trua med å si opp,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote",enig,uenig,uenig,uenig,uenig,enig,vet ikke/ikke aktuelt,uenig,uenig,enig,enig,enig
45-50 år,Rogaland,konsulent,privat,3,23,automatisering,"""...arkitekt...""","850 000,00 kr",Nei,Nei,Ja,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.)",uenig,enig,uenig,uenig,uenig,uenig,enig,uenig,uenig,enig,uenig,enig
45-50 år,Oslo,konsulent,privat,6,12,backend,"""...senior...""","950 000,00 kr",Ja,Nei,Nei,Jeg ba sjefen om mer lønn,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,uenig,uenig,enig,uenig,uenig,uenig,uenig,uenig,enig,enig,enig
45-50 år,Viken,in-house,privat,3,24,backend,"""...senior...""","967 200,00 kr",Ja,Nei,Ja,Jeg ba sjefen om mer lønn,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), Reising i embets medfør",enig,uenig,enig,uenig,enig,uenig,uenig,uenig,uenig,enig,enig,enig
45-50 år,Viken,frilans / selvstendig næringsdrivende,ikke oppgitt,ikke oppgitt,24,backend,"""...senior...""","900 000,00 kr",Nei,Nei,Ja,Jeg starta min egen arbeidsplass,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",uenig,uenig,enig,uenig,enig,uenig,vet ikke/ikke aktuelt,uenig,enig,enig,enig,enig
45-50 år,Vestfold og Telemark,in-house,privat,0,20,backend,"""...senior...""","750 000,00 kr",Nei,Nei,Nei,Sjefen tilbydde meg mer lønn,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, faglige aktiviteter (konferanser, kurs, fagdager osv.)",uenig,uenig,enig,uenig,vet ikke/ikke aktuelt,uenig,uenig,uenig,uenig,enig,uenig,enig
45-50 år,Oslo,in-house,ikke oppgitt,4,16,backend,"""...senior...""","773 470,00 kr",Nei,Nei,Nei,Sjefen tilbydde meg mer lønn,Nei,"mer fritid (for eksempel flere feriedager), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,uenig,enig,enig,enig,enig,uenig,uenig,enig,uenig,uenig,enig
45-50 år,Viken,in-house,ikke oppgitt,4,20,backend,"""...direktør...""","1 200 000,00 kr",Nei,Nei,Nei,vet ikke/ikke aktuelt,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",vet ikke/ikke aktuelt,enig,enig,uenig,vet ikke/ikke aktuelt,uenig,uenig,uenig,enig,uenig,uenig,uenig
45-50 år,Oslo,konsulent,privat,3,21,backend,nei,"845 000,00 kr",Ja,Nei,Ja,vet ikke/ikke aktuelt,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, firmahytter/ferieboliger, mer fritid (for eksempel flere feriedager)",enig,enig,uenig,uenig,vet ikke/ikke aktuelt,uenig,enig,uenig,enig,enig,uenig,enig
45-50 år,Rogaland,in-house,privat,3,21,backend,"""...sjef...""","1 080 000,00 kr",Nei,Nei,Nei,Jeg ba sjefen om mer lønn,Ja,"fleksible arbeidstider, firmahytter/ferieboliger, mer fritid (for eksempel flere feriedager), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",uenig,enig,enig,enig,enig,uenig,uenig,uenig,enig,enig,uenig,enig
45-50 år,Oslo,konsulent,privat,3,13,backend,"""...senior...""","1 500 000,00 kr",Ja,Nei,Nei,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, faglige aktiviteter (konferanser, kurs, fagdager osv.)",uenig,enig,uenig,uenig,enig,uenig,uenig,uenig,enig,enig,enig,enig
45-50 år,annet,in-house,privat,4,23,backend,nei,"780 000,00 kr",Ja,Nei,Nei,Jeg fikk ny arbeidsgiver,Nei,"mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager)",enig,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt,enig,uenig,vet ikke/ikke aktuelt,uenig,uenig,uenig,uenig,vet ikke/ikke aktuelt
45-50 år,Viken,in-house,privat,2,21,backend,"""...senior...""","820 000,00 kr",Nei,Nei,Nei,Jeg fikk ny arbeidsgiver,Ja,annet,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,uenig,enig,enig,vet ikke/ikke aktuelt,uenig,enig,enig,vet ikke/ikke aktuelt,enig
45-50 år,Oslo,konsulent,privat,5,22,backend,"""...senior...""","960 000,00 kr",Nei,Nei,Ja,Jeg fikk ny arbeidsgiver,Ja,annet,enig,enig,uenig,enig,vet ikke/ikke aktuelt,uenig,uenig,uenig,vet ikke/ikke aktuelt,uenig,uenig,vet ikke/ikke aktuelt
45-50 år,Oslo,in-house,privat,0,23,backend,annet,"751 000,00 kr",Ja,Ja,Nei,Jeg fikk ny stilling hos samme arbeidsgiver,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.)",enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt,enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,enig
45-50 år,Vestland,konsulent,ikke oppgitt,ikke oppgitt,16,backend,"""...senior...""","700 000,00 kr",Ja,Nei,Nei,Jeg trua med å si opp,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",uenig,uenig,uenig,enig,uenig,uenig,enig,uenig,enig,enig,uenig,enig
45-50 år,Rogaland,in-house,privat,3,21,backend,"""...lead...""","830 000,00 kr",Nei,Nei,Ja,Sjefen tilbydde meg mer lønn,Ja,"mulighet å jobbe hjemmefra/remote, firmahytter/ferieboliger, mer fritid (for eksempel flere feriedager)",uenig,uenig,uenig,enig,uenig,uenig,uenig,uenig,uenig,uenig,uenig,uenig
45-50 år,Oslo,in-house,privat,2,20,backend,"""...senior...""","806 000,00 kr",Nei,Nei,Nei,Sjefen tilbydde meg mer lønn,Nei,"firmahytter/ferieboliger, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.)",enig,enig,uenig,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,uenig,enig,enig,vet ikke/ikke aktuelt,enig
45-50 år,Møre og Romsdal,in-house,privat,3,24,backend,"""...senior...""","680 000,00 kr",Nei,Nei,Ja,Jeg ba sjefen om mer lønn,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, gode ordninger for gratis teknisk utstyr",enig,enig,uenig,uenig,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,uenig,vet ikke/ikke aktuelt
45-50 år,annet,konsulent,ikke oppgitt,ikke oppgitt,20,backend,"""...senior...""","1 200 000,00 kr",Nei,Ja,Nei,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, firmahytter/ferieboliger, mer fritid (for eksempel flere feriedager), faglige aktiviteter (konferanser, kurs, fagdager osv.)",enig,enig,uenig,uenig,vet ikke/ikke aktuelt,uenig,uenig,uenig,enig,enig,uenig,enig
45-50 år,Oslo,konsulent,ikke oppgitt,5,24,backend,nei,"1 140 000,00 kr",Ja,Ja,Ja,Sjefen tilbydde meg mer lønn,Ja,"fleksible arbeidstider, mer fritid (for eksempel flere feriedager), faglige aktiviteter (konferanser, kurs, fagdager osv.)",vet ikke/ikke aktuelt,uenig,uenig,enig,enig,uenig,uenig,uenig,enig,enig,enig,enig
45-50 år,annet,in-house,privat,3,24,backend,"""...senior...""","574 500,00 kr",Nei,Nei,Nei,Jeg fikk ny arbeidsgiver,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, gode ordninger for gratis teknisk utstyr",enig,vet ikke/ikke aktuelt,enig,uenig,vet ikke/ikke aktuelt,uenig,enig,uenig,uenig,enig,enig,enig
45-50 år,Viken,in-house,ikke oppgitt,ikke oppgitt,27,backend,"""...senior...""","620 000,00 kr",Nei,Nei,Nei,Jeg fikk ny arbeidsgiver,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager)",enig,enig,enig,uenig,uenig,vet ikke/ikke aktuelt,enig,uenig,uenig,uenig,uenig,uenig
45-50 år,Oslo,konsulent,privat,3,23,backend,"""...senior...""","1 250 000,00 kr",Nei,Nei,Ja,Jeg starta min egen arbeidsplass,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",vet ikke/ikke aktuelt,uenig,uenig,uenig,enig,uenig,uenig,uenig,enig,enig,enig,enig
45-50 år,Oslo,in-house,ikke oppgitt,ikke oppgitt,24,backend,"""...lead...""","939 570,00 kr",Nei,Nei,Nei,Sjefen tilbydde meg mer lønn,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote",enig,enig,uenig,uenig,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt
45-50 år,annet,in-house,privat,8,19,databaser,"""...senior...""","667 000,00 kr",Ja,Ja,Ja,Sjefen tilbydde meg mer lønn,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), faglige aktiviteter (konferanser, kurs, fagdager osv.)",uenig,vet ikke/ikke aktuelt,uenig,uenig,enig,enig,uenig,uenig,enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,enig
45-50 år,Trøndelag,in-house,privat,0,29,databaser,"""...senior...""","1 800 000,00 kr",Nei,Nei,Nei,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, faglige aktiviteter (konferanser, kurs, fagdager osv.)",enig,enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,uenig,uenig,enig,enig,vet ikke/ikke aktuelt,enig
45-50 år,Oslo,in-house,privat,3,25,databaser,nei,"900 000,00 kr",Nei,Nei,Nei,Jeg ba sjefen om mer lønn,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), gode ordninger for gratis teknisk utstyr",uenig,uenig,uenig,enig,uenig,uenig,uenig,uenig,enig,enig,uenig,enig
45-50 år,Oslo,in-house,privat,5,25,devops,nei,"737 000,00 kr",Ja,Nei,Ja,Jeg ba sjefen om mer lønn,Nei,"fleksible arbeidstider, firmahytter/ferieboliger, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",uenig,uenig,uenig,enig,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,enig,enig,vet ikke/ikke aktuelt,enig
45-50 år,Oslo,in-house,privat,5,25,devops,nei,"780 000,00 kr",Ja,Nei,Ja,Sjefen tilbydde meg mer lønn,Nei,ingen spesielle,uenig,uenig,uenig,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,uenig,vet ikke/ikke aktuelt,enig,vet ikke/ikke aktuelt,enig
45-50 år,Vestfold og Telemark,in-house,privat,0,22,devops,"""...ansvarlig...""","800 000,00 kr",Nei,Nei,Nei,Jeg ba sjefen om mer lønn,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, faglige aktiviteter (konferanser, kurs, fagdager osv.)",enig,enig,uenig,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,uenig,enig,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt
45-50 år,Agder,in-house,privat,0,21,devops,nei,"920 000,00 kr",Ja,Nei,Nei,Jeg fikk ny arbeidsgiver,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,uenig,enig,enig,uenig,enig,enig,uenig,uenig,enig,enig,enig
45-50 år,Oslo,in-house,privat,5,15,devops,"""...senior...""","600 000,00 kr",Nei,Nei,Nei,vet ikke/ikke aktuelt,Nei,"fleksible arbeidstider, mer fritid (for eksempel flere feriedager), faglige aktiviteter (konferanser, kurs, fagdager osv.)",enig,uenig,uenig,uenig,uenig,enig,enig,uenig,uenig,enig,enig,enig
45-50 år,Oslo,in-house,privat,4,23,devops,"""...ansvarlig...""","604 000,00 kr",Ja,Ja,Ja,Jeg ba sjefen om mer lønn,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,uenig,uenig,uenig,uenig,uenig,vet ikke/ikke aktuelt
45-50 år,Møre og Romsdal,in-house,ikke oppgitt,6,22,embedded/IOT/maskinvare,"""...senior...""","720 000,00 kr",Nei,Ja,Ja,vet ikke/ikke aktuelt,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager)",vet ikke/ikke aktuelt,uenig,enig,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt,uenig,uenig,enig,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt
45-50 år,Oslo,in-house,ikke oppgitt,ikke oppgitt,6,embedded/IOT/maskinvare,nei,"670 000,00 kr",Nei,Nei,Nei,Jeg fikk ny arbeidsgiver,Nei,mer fritid (for eksempel flere feriedager),enig,uenig,enig,uenig,uenig,enig,enig,uenig,enig,enig,uenig,enig
45-50 år,Oslo,in-house,ikke oppgitt,ikke oppgitt,22,frontend,nei,"700 000,00 kr",Nei,Nei,Ja,annet,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), Gode pensjonsordninger og ev. forsikringer",enig,enig,uenig,vet ikke/ikke aktuelt,uenig,enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,enig,enig,uenig,enig
45-50 år,Rogaland,konsulent,privat,0,21,frontend,"""...senior...""","650 000,00 kr",Nei,Nei,Ja,Fast lønnsjustering,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,enig,uenig,uenig,uenig,vet ikke/ikke aktuelt,uenig,uenig,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt
45-50 år,Oslo,in-house,privat,10,10,frontend,"""...senior...""","855 000,00 kr",Ja,Nei,Nei,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, firmahytter/ferieboliger",enig,enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,uenig,enig,uenig,uenig,uenig
45-50 år,Trøndelag,in-house,privat,3,21,frontend,nei,"817 000,00 kr",Ja,Ja,Ja,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager)",enig,enig,uenig,uenig,vet ikke/ikke aktuelt,enig,enig,uenig,uenig,enig,vet ikke/ikke aktuelt,enig
45-50 år,Oslo,in-house,ikke oppgitt,ikke oppgitt,24,frontend,"""...senior...""","1 025 000,00 kr",Ja,Nei,Nei,Fast lønnsjustering,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, faglige aktiviteter (konferanser, kurs, fagdager osv.)",uenig,enig,enig,enig,enig,uenig,uenig,uenig,enig,uenig,uenig,vet ikke/ikke aktuelt
45-50 år,Rogaland,konsulent,ikke oppgitt,ikke oppgitt,20,frontend,nei,"748 009,00 kr",Ja,Nei,Ja,Jeg ba sjefen om mer lønn,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,uenig,uenig,enig,enig,uenig,uenig,enig,enig,uenig,uenig,enig
45-50 år,Rogaland,konsulent,privat,18,20,frontend,nei,"930 000,00 kr",Nei,Ja,Ja,Jeg ba sjefen om mer lønn,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, firmahytter/ferieboliger, firmabil, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,enig,uenig,uenig,enig,uenig,uenig,uenig,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt
45-50 år,Trøndelag,konsulent,ikke oppgitt,ikke oppgitt,18,fullstack,"""...arkitekt...""","798 000,00 kr",Ja,Nei,Ja,annet,Ja,ingen spesielle,vet ikke/ikke aktuelt,uenig,enig,enig,enig,enig,uenig,uenig,enig,enig,enig,enig
45-50 år,Vestland,frilans / selvstendig næringsdrivende,privat,6,20,fullstack,"""...senior...""","700 000,00 kr",Nei,Nei,Nei,annet,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager)",enig,enig,uenig,uenig,enig,vet ikke/ikke aktuelt,uenig,uenig,enig,enig,enig,vet ikke/ikke aktuelt
45-50 år,Vestfold og Telemark,in-house,privat,0,26,fullstack,"""...leder...""","750 000,00 kr",Nei,Nei,Nei,Jeg ba sjefen om mer lønn,Nei,ingen spesielle,vet ikke/ikke aktuelt,enig,uenig,uenig,uenig,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,uenig,uenig,vet ikke/ikke aktuelt
45-50 år,Oslo,konsulent,privat,20,20,fullstack,"""...ansvarlig...""","1 080 000,00 kr",Ja,Ja,Ja,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, mer fritid (for eksempel flere feriedager), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,enig,enig,enig,enig,enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,enig,enig,enig
45-50 år,Vestland,in-house,privat,6,20,fullstack,"""...lead...""","842 000,00 kr",Nei,Nei,Ja,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, faglige aktiviteter (konferanser, kurs, fagdager osv.)",enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,uenig,enig,enig,uenig,enig,enig,uenig,enig
45-50 år,Vestland,in-house,ikke oppgitt,ikke oppgitt,15,fullstack,"""...senior...""","500 000,00 kr",Nei,Nei,Ja,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote",vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,enig,uenig,uenig,enig,enig,uenig,enig
45-50 år,Oslo,konsulent,privat,20,20,fullstack,"""...senior...""","600 000,00 kr",Nei,Nei,Ja,Jeg fikk ny arbeidsgiver,Ja,ingen spesielle,vet ikke/ikke aktuelt,enig,vet ikke/ikke aktuelt,uenig,enig,uenig,uenig,uenig,uenig,uenig,uenig,vet ikke/ikke aktuelt
45-50 år,Oslo,konsulent,privat,0,25,fullstack,"""...senior...""","1 350 000,00 kr",Nei,Nei,Ja,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, firmabil, mer fritid (for eksempel flere feriedager)",enig,enig,enig,enig,uenig,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,enig,enig,enig,enig
45-50 år,Oslo,in-house,privat,0,26,fullstack,"""...sjef...""","1 000 000,00 kr",Nei,Nei,Nei,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, firmabil, gode ordninger for gratis teknisk utstyr",enig,enig,uenig,uenig,enig,uenig,uenig,uenig,vet ikke/ikke aktuelt,enig,uenig,uenig
45-50 år,Vestland,in-house,ikke oppgitt,ikke oppgitt,10,fullstack,"""...leder...""","750 000,00 kr",Ja,Ja,Nei,Jeg fikk ny stilling hos samme arbeidsgiver,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), gode ordninger for gratis teknisk utstyr",vet ikke/ikke aktuelt,enig,uenig,uenig,uenig,uenig,vet ikke/ikke aktuelt,uenig,enig,uenig,uenig,uenig
45-50 år,Oslo,in-house,privat,3,17,fullstack,"""...lead...""","870 000,00 kr",Nei,Nei,Nei,Sjefen tilbydde meg mer lønn,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, firmahytter/ferieboliger, sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.)",enig,enig,enig,enig,enig,uenig,uenig,uenig,enig,enig,enig,enig
